,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us
1195,marine,adjective,c1,/məˈriːn/,/məˈriːn/,connected with the sea and the creatures and plants that live there,marine life,marine_uk.mp3,marine_us.mp3
1196,marker,noun,b2,/ˈmɑːkə(r)/,/ˈmɑːrkər/,an object or a sign that shows the position of something,a boundary marker,marker_uk.mp3,marker_us.mp3
1197,marketplace,noun,c1,/ˈmɑːkɪtpleɪs/,/ˈmɑːrkɪtpleɪs/,"the activity of competing with other companies to buy and sell goods, services, etc.",Companies must be able to survive in the marketplace.,marketplace_uk.mp3,marketplace_us.mp3
1198,martial,adjective,b2,/ˈmɑːʃl/,/ˈmɑːrʃl/,,,martial_uk.mp3,martial_us.mp3
1199,mask,noun,c1,/mɑːsk/,/mæsk/,"something that you wear over your face to hide it, or to frighten or entertain other people ",The robbers wore stocking masks.,mask_uk.mp3,mask_us.mp3
1200,massacre,noun,c1,/ˈmæsəkə(r)/,/ˈmæsəkər/,the killing of a large number of people especially in a cruel way,the bloody massacre of innocent civilians,massacre_uk.mp3,massacre_us.mp3
1201,mate,noun,b2,/meɪt/,/meɪt/,a friend,They've been best mates since school.,mate_uk.mp3,mate_us.mp3
1202,mate,verb,b2,/meɪt/,/meɪt/,to have sex in order to produce young,Do foxes ever mate with dogs?,mate_uk.mp3,mate_us.mp3
1203,mathematical,adjective,c1,/ˌmæθəˈmætɪkl/,/ˌmæθəˈmætɪkl/,connected with or involving mathematics,mathematical calculations/problems/models,mathematical_uk.mp3,mathematical_us.mp3
1204,mature,adjective,c1,/məˈtʃʊə(r)/,/məˈtʃʊr/,"behaving in a sensible way, like an adult",Jane is very mature for her age.,mature_uk.mp3,mature_us.mp3
1205,mature,verb,c1,/məˈtʃʊə(r)/,/məˈtʃʊr/,to become fully grown or developed,This particular breed of cattle matures early.,mature_uk.mp3,mature_us.mp3
1206,maximize,verb,c1,/ˈmæksɪmaɪz/,/ˈmæksɪmaɪz/,to increase something as much as possible,to maximize efficiency/fitness/profits,maximize_uk.mp3,maximize_us.mp3
1207,mayor,noun,b2,/meə(r)/,/ˈmeɪər/,"the head of the government of a town or city, etc., elected by the public",the Mayor of New York,mayor_uk.mp3,mayor_us.mp3
1208,meaningful,adjective,c1,/ˈmiːnɪŋfl/,/ˈmiːnɪŋfl/,serious and important,a meaningful relationship/discussion/experience,meaningful_uk.mp3,meaningful_us.mp3
1209,meantime,noun,c1,/ˈmiːntaɪm/,/ˈmiːntaɪm/,for a short period of time but not permanently,I'm changing my email address but for the meantime you can use the old one.,meantime_uk.mp3,meantime_us.mp3
1210,mechanic,noun,b2,/məˈkænɪk/,/məˈkænɪk/,"a person whose job is repairing machines, especially the engines of vehicles",a car/motor mechanic,mechanic_uk.mp3,mechanic_us.mp3
1211,mechanical,adjective,b2,/məˈkænɪkl/,/məˈkænɪkl/,operated by power from an engine,a mechanical device/toy/clock,mechanical_uk.mp3,mechanical_us.mp3
1212,mechanism,noun,b2,/ˈmekənɪzəm/,/ˈmekənɪzəm/,a set of moving parts in a machine that performs a task,a delicate watch mechanism,mechanism_uk.mp3,mechanism_us.mp3
1213,medal,noun,b2,/ˈmedl/,/ˈmedl/,"a flat piece of metal, usually like a coin in shape, that is given to the winner of a competition or to somebody who has been brave, for example in war",to win a gold medal in the Olympics,medal_uk.mp3,medal_us.mp3
1214,medication,noun,b2,/ˌmedɪˈkeɪʃn/,/ˌmedɪˈkeɪʃn/,a drug or another form of medicine that you take to prevent or to treat an illness; treatment involving drugs,Are you currently taking any medication?,medication_uk.mp3,medication_us.mp3
1215,medieval,adjective,c1,/ˌmediˈiːvl/,/ˌmediˈiːvl/,connected with the Middle Ages (about AD 1000 to AD 1450),medieval architecture/castles/manuscripts,medieval_uk.mp3,medieval_us.mp3
1216,meditation,noun,c1,/ˌmedɪˈteɪʃn/,/ˌmedɪˈteɪʃn/,"the practice of focusing your mind in silence, especially for religious reasons or in order to make your mind calm",She found peace through yoga and meditation.,meditation_uk.mp3,meditation_us.mp3
1217,melody,noun,c1,/ˈmelədi/,/ˈmelədi/,"a tune, especially the main tune in a piece of music written for several instruments or voices",a haunting melody,melody_uk.mp3,melody_us.mp3
1218,membership,noun,b2,/ˈmembəʃɪp/,/ˈmembərʃɪp/,"the state of being a member of a group, a club, an organization, etc.","membership of something, (British English), Who is eligible to apply for membership of the association?",membership_uk.mp3,membership_us.mp3
1219,memo,noun,c1,/ˈmeməʊ/,/ˈmeməʊ/,an official note from one person to another in the same organization,to write/send a memo,memo_uk.mp3,memo_us.mp3
1220,memoir,noun,c1,/ˈmemwɑː(r)/,/ˈmemwɑːr/,"an account written by somebody, especially somebody famous, about their life and experiences",O'Connor published a childhood memoir.,memoir_uk.mp3,memoir_us.mp3
1221,memorable,adjective,b2,/ˈmemərəbl/,/ˈmemərəbl/,"worth remembering or easy to remember, especially because of being special or unusual",The holiday provided many memorable moments.,memorable_uk.mp3,memorable_us.mp3
1222,memorial,noun,c1,/məˈmɔːriəl/,/məˈmɔːriəl/,"a statue, stone, etc. that is built in order to remind people of an important past event or of a famous person who has died",a war memorial (= in memory of soldiers who died in a war),memorial_uk.mp3,memorial_us.mp3
1223,mentor,noun,c1,/ˈmentɔː(r)/,/ˈmentɔːr/,an experienced person who advises and helps somebody with less experience over a period of time,She was a friend and mentor to many young actors.,mentor_uk.mp3,mentor_us.mp3
1224,merchant,noun,c1,/ˈmɜːtʃənt/,/ˈmɜːrtʃənt/,"a person who buys and sells goods in large quantities, especially one who imports and exports goods",a coal/wine merchant,merchant_uk.mp3,merchant_us.mp3
1225,mercy,noun,c1,/ˈmɜːsi/,/ˈmɜːrsi/,a kind or forgiving attitude towards somebody that you have the power to harm or right to punish,to ask/beg/plead for mercy,mercy_uk.mp3,mercy_us.mp3
1226,mere,adjective,c1,/mɪə(r)/,/mɪr/,"used when you want to emphasize how small, unimportant, etc. somebody/something is",It took her a mere 20 minutes to win.,mere_uk.mp3,mere_us.mp3
1227,merely,adverb,c1,/ˈmɪəli/,/ˈmɪrli/,used meaning ‘only’ or ‘simply’ to emphasize a fact or something that you are saying,"It is not merely a job, but a way of life.",merely_uk.mp3,merely_us.mp3
1228,merge,verb,c1,/mɜːdʒ/,/mɜːrdʒ/,to combine or make two or more things combine to form a single thing,The banks are set to merge next year.,merge_uk.mp3,merge_us.mp3
1229,merger,noun,c1,/ˈmɜːdʒə(r)/,/ˈmɜːrdʒər/,the act of joining two or more organizations or businesses into one,"If the merger goes through, thousands of jobs will be lost.",merger_uk.mp3,merger_us.mp3
1230,merit,noun,c1,/ˈmerɪt/,/ˈmerɪt/,the quality of being good and of deserving praise or reward,a work of outstanding artistic merit,merit_uk.mp3,merit_us.mp3
1231,metaphor,noun,b2,/ˈmetəfə(r)/,/ˈmetəfər/,"a word or phrase used to describe somebody/something else, in a way that is different from its normal use, in order to show that the two things have the same qualities and to make the description more powerful, for example She has a heart of stone; the use of such words and phrases",a game of football used as a metaphor for the competitive struggle of life,metaphor_uk.mp3,metaphor_us.mp3
1232,methodology,noun,c1,/ˌmeθəˈdɒlədʒi/,/ˌmeθəˈdɑːlədʒi/,a set of methods and principles used to perform a particular activity,recent changes in the methodology of language teaching,methodology_uk.mp3,methodology_us.mp3
1233,midst,noun,c1,/mɪdst/,/mɪdst/,the middle part of something,"in the midst of something, Such beauty was unexpected in the midst of the city.",midst_uk.mp3,midst_us.mp3
1234,migration,noun,c1,/maɪˈɡreɪʃn/,/maɪˈɡreɪʃn/,the movement every year of large numbers of birds or animals from one place to another,the seasonal migration of blue whales,migration_uk.mp3,migration_us.mp3
1235,militant,adjective,c1,/ˈmɪlɪtənt/,/ˈmɪlɪtənt/,"using, or willing to use, force or strong pressure to achieve your aims, especially to achieve social or political change",militant groups/leaders,militant_uk.mp3,militant_us.mp3
1236,militant,noun,c1,/ˈmɪlɪtənt/,/ˈmɪlɪtənt/,"a person who uses, or is willing to use, force or strong pressure to achieve their aims, especially to achieve social or political change",Student militants were fighting with the police.,militant_uk.mp3,militant_us.mp3
1237,militia,noun,c1,/məˈlɪʃə/,/məˈlɪʃə/,a group of people who are not professional soldiers but who have had military training and can act as an army,He said he would call out the state militia if the rebels did not surrender.,militia_uk.mp3,militia_us.mp3
1238,mill,noun,c1,/mɪl/,/mɪl/,a building fitted with equipment for grinding grain into flour; a machine for grinding grain,The old mill has been converted into apartments.,mill_uk.mp3,mill_us.mp3
1239,miner,noun,b2,/ˈmaɪnə(r)/,/ˈmaɪnər/,"a person who works in a mine taking out coal, gold, diamonds, etc.",Rescuers are trying to save miners trapped underground after a gas explosion.,miner_uk.mp3,miner_us.mp3
1240,minimal,adjective,c1,/ˈmɪnɪml/,/ˈmɪnɪml/,very small in size or amount; as small as possible,The work was carried out at minimal cost.,minimal_uk.mp3,minimal_us.mp3
1241,minimize,verb,c1,/ˈmɪnɪmaɪz/,/ˈmɪnɪmaɪz/,"to reduce something, especially something bad, to the lowest possible level",Good hygiene helps to minimize the risk of infection.,minimize_uk.mp3,minimize_us.mp3
1242,mining,noun,c1,/ˈmaɪnɪŋ/,/ˈmaɪnɪŋ/,the process of getting coal and other minerals from under the ground; the industry involved in this,coal/diamond/gold/tin mining,mining_uk.mp3,mining_us.mp3
1243,ministry,noun,c1,/ˈmɪnɪstri/,/ˈmɪnɪstri/,a government department that has a particular area of responsibility,The Ministry of Defence has issued the following statement.,ministry_uk.mp3,ministry_us.mp3
1244,minute,adjective,c1,/maɪˈnjuːt/,/maɪˈnuːt/,extremely small,minute amounts of chemicals in the water,minute_uk.mp3,minute_us.mp3
1245,miracle,noun,c1,/ˈmɪrəkl/,/ˈmɪrəkl/,an act or event that does not follow the laws of nature and is believed to be caused by God,the miracle of rising from the grave,miracle_uk.mp3,miracle_us.mp3
1246,miserable,adjective,b2,/ˈmɪzrəbl/,/ˈmɪzrəbl/,very unhappy or uncomfortable,"We were cold, wet and thoroughly miserable.",miserable_uk.mp3,miserable_us.mp3
1247,misery,noun,c1,/ˈmɪzəri/,/ˈmɪzəri/,great physical or mental pain,Fame brought her nothing but misery.,misery_uk.mp3,misery_us.mp3
1248,misleading,adjective,c1,/ˌmɪsˈliːdɪŋ/,/ˌmɪsˈliːdɪŋ/,giving the wrong idea or impression and making you believe something that is not true,misleading information/advertisements,misleading_uk.mp3,misleading_us.mp3
1249,missile,noun,c1,/ˈmɪsaɪl/,/ˈmɪsl/,a weapon that is sent through the air and that explodes when it hits the thing that it is aimed at,nuclear missiles,missile_uk.mp3,missile_us.mp3
1250,mob,noun,c1,/mɒb/,/mɑːb/,"a large crowd of people, especially one that may become violent or cause trouble",an angry/unruly mob,mob_uk.mp3,mob_us.mp3
1251,mobility,noun,c1,/məʊˈbɪləti/,/məʊˈbɪləti/,"the ability to move easily from one place, social class or job to another",social/geographical/career mobility,mobility_uk.mp3,mobility_us.mp3
1252,mobilize,verb,c1,/ˈməʊbəlaɪz/,/ˈməʊbəlaɪz/,to work together in order to achieve a particular aim; to organize a group of people to do this,The unions mobilized thousands of workers in a protest against the cuts.,mobilize_uk.mp3,mobilize_us.mp3
1253,mode,noun,b2,/məʊd/,/məʊd/,a particular way of doing something; a particular type of something,a mode of communication,mode_uk.mp3,mode_us.mp3
1254,moderate,adjective,c1,/ˈmɒdərət/,/ˈmɑːdərət/,"that is neither very good, large, hot, etc. nor very bad, small, cold, etc.",students of moderate ability,moderate_uk.mp3,moderate_us.mp3
1255,modest,adjective,b2,/ˈmɒdɪst/,/ˈmɑːdɪst/,"not very large, expensive, important, etc.",modest improvements/reforms,modest_uk.mp3,modest_us.mp3
1256,modification,noun,c1,/ˌmɒdɪfɪˈkeɪʃn/,/ˌmɑːdɪfɪˈkeɪʃn/,the act or process of changing something in order to improve it or make it more acceptable; a change that is made,Considerable modification of the existing system is needed.,modification_uk.mp3,modification_us.mp3
1257,momentum,noun,c1,/məˈmentəm/,/məʊˈmentəm/,the ability to keep increasing or developing,The fight for his release gathers momentum each day.,momentum_uk.mp3,momentum_us.mp3
1258,monk,noun,c1,/mʌŋk/,/mʌŋk/,a member of a religious group of men who often live apart from other people in a monastery and who do not marry or have personal possessions,Benedictine/Buddhist monks,monk_uk.mp3,monk_us.mp3
1259,monopoly,noun,c1,/məˈnɒpəli/,/məˈnɑːpəli/,the complete control of trade in particular goods or the supply of a particular service; a type of goods or a service that is controlled in this way,In the past central government had a monopoly on television broadcasting.,monopoly_uk.mp3,monopoly_us.mp3
1260,monster,noun,b2,/ˈmɒnstə(r)/,/ˈmɑːnstər/,"(in stories) an imaginary creature that is very large, ugly and frightening",a monster with three heads,monster_uk.mp3,monster_us.mp3
1261,monthly,adjective,b2,/ˈmʌnθli/,/ˈmʌnθli/,happening once a month or every month,a monthly meeting/visit/magazine,monthly_uk.mp3,monthly_us.mp3
1262,monument,noun,b2,/ˈmɒnjumənt/,/ˈmɑːnjumənt/,"a building, column, statue, etc. built to remind people of a famous person or event",A monument to him was erected in St Paul's Cathedral.,monument_uk.mp3,monument_us.mp3
1263,morality,noun,c1,/məˈræləti/,/məˈræləti/,principles relating to right and wrong or good and bad behaviour,matters of public/private morality,morality_uk.mp3,morality_us.mp3
1264,moreover,adverb,b2,/mɔːrˈəʊvə(r)/,/mɔːrˈəʊvər/,used to introduce some new information that adds to or supports what you have said previously,"A talented artist, he was, moreover, a writer of some note.",moreover_uk.mp3,moreover_us.mp3
1265,mortgage,noun,b2,/ˈmɔːɡɪdʒ/,/ˈmɔːrɡɪdʒ/,"a legal agreement by which a bank or similar organization lends you money to buy a house, etc., and you pay the money back over a particular number of years; the sum of money that you borrow",to apply for/take out/pay off a mortgage,mortgage_uk.mp3,mortgage_us.mp3
1266,mosque,noun,b2,/mɒsk/,/mɑːsk/,a building where Muslims go to worship (= praise God),I used to pray at the local mosque with my father and grandfather.,mosque_uk.mp3,mosque_us.mp3
1267,motion,noun,b2,/ˈməʊʃn/,/ˈməʊʃn/,the act or process of moving or the way something moves,What was Newton's first law of motion?,motion_uk.mp3,motion_us.mp3
1268,motivate,verb,b2,/ˈməʊtɪveɪt/,/ˈməʊtɪveɪt/,to be the reason why somebody does something or behaves in a particular way,"motivate somebody (to do something), What motivates people to carry out such attacks?",motivate_uk.mp3,motivate_us.mp3
1269,motivation,noun,b2,/ˌməʊtɪˈveɪʃn/,/ˌməʊtɪˈveɪʃn/,the reason why somebody does something or behaves in a particular way,"motivation (behind something), What is the motivation behind this sudden change?",motivation_uk.mp3,motivation_us.mp3
1270,motive,noun,c1,/ˈməʊtɪv/,/ˈməʊtɪv/,a reason for doing something,There seemed to be no motive for the murder.,motive_uk.mp3,motive_us.mp3
1271,motorist,noun,c1,/ˈməʊtərɪst/,/ˈməʊtərɪst/,a person driving a car,The accident was reported by a passing motorist.,motorist_uk.mp3,motorist_us.mp3
1272,moving,adjective,b2,/ˈmuːvɪŋ/,/ˈmuːvɪŋ/,"causing strong, often sad, feelings about somebody/something",a deeply moving experience,moving_uk.mp3,moving_us.mp3
1273,municipal,adjective,c1,/mjuːˈnɪsɪpl/,/mjuːˈnɪsɪpl/,"connected with or belonging to a town, city or district that has its own local government",municipal elections/councils,municipal_uk.mp3,municipal_us.mp3
1274,mutual,adjective,c1,/ˈmjuːtʃuəl/,/ˈmjuːtʃuəl/,"used to describe feelings that two or more people have for each other equally, or actions that affect two or more people equally",mutual respect/understanding,mutual_uk.mp3,mutual_us.mp3
1275,myth,noun,b2,/mɪθ/,/mɪθ/,"a story from ancient times, especially one that was told to explain natural events or to describe the early history of a people; this type of story",ancient Greek myths,myth_uk.mp3,myth_us.mp3
1276,naked,adjective,b2,/ˈneɪkɪd/,/ˈneɪkɪd/,not wearing any clothes,She was clutching the sheet around her naked body.,naked_uk.mp3,naked_us.mp3
1277,namely,adverb,c1,/ˈneɪmli/,/ˈneɪmli/,used to introduce more exact and detailed information about something that you have just mentioned,"We need to concentrate on our target audience, namely women aged between 20 and 30.",namely_uk.mp3,namely_us.mp3
1278,nasty,adjective,b2,/ˈnɑːsti/,/ˈnæsti/,very bad or unpleasant,He had a nasty accident.,nasty_uk.mp3,nasty_us.mp3
1279,nationwide,adjective,c1,/ˌneɪʃnˈwaɪd/,/ˌneɪʃnˈwaɪd/,happening or existing in all parts of a particular country,a nationwide campaign,nationwide_uk.mp3,nationwide_us.mp3
1280,naval,adjective,c1,/ˈneɪvl/,/ˈneɪvl/,connected with the navy of a country,a naval base/officer/battle,naval_uk.mp3,naval_us.mp3
1281,navigation,noun,b2,/ˌnævɪˈɡeɪʃn/,/ˌnævɪˈɡeɪʃn/,the skill or the process of planning a route for a ship or other vehicle and taking it there,a maker of in-car navigation systems,navigation_uk.mp3,navigation_us.mp3
1282,nearby,adjective,b2,/ˌnɪəˈbaɪ/,/ˌnɪrˈbaɪ/,near in position; not far away,Her mother lived in a nearby town.,nearby_uk.mp3,nearby_us.mp3
1283,nearby,adverb,b2,/ˌnɪəˈbaɪ/,/ˌnɪrˈbaɪ/,a short distance from somebody/something; not far away,They live nearby.,nearby_uk.mp3,nearby_us.mp3
1284,necessity,noun,b2,/nəˈsesəti/,/nəˈsesəti/,the fact that something must happen or be done; the need for something,"necessity for something, We recognize the necessity for a written agreement.",necessity_uk.mp3,necessity_us.mp3
1285,neglect,noun,c1,/nɪˈɡlekt/,/nɪˈɡlekt/,the fact of not giving enough care or attention to something/somebody; the state of not receiving enough care or attention,The buildings are crumbling from years of neglect.,neglect_uk.mp3,neglect_us.mp3
1286,neglect,verb,c1,/nɪˈɡlekt/,/nɪˈɡlekt/,to fail to take care of somebody/something,She denies neglecting her baby.,neglect_uk.mp3,neglect_us.mp3
1287,negotiate,verb,b2,/nɪˈɡəʊʃieɪt/,/nɪˈɡəʊʃieɪt/,to try to reach an agreement by formal discussion,"negotiate (with somebody) (for something), The government will not negotiate with terrorists.",negotiate_uk.mp3,negotiate_us.mp3
1288,negotiation,noun,b2,/nɪˌɡəʊʃiˈeɪʃn/,/nɪˌɡəʊʃiˈeɪʃn/,formal discussion between people who are trying to reach an agreement,peace/trade/contract negotiations,negotiation_uk.mp3,negotiation_us.mp3
1289,neighbouring,adjective,c1,/ˈneɪbərɪŋ/,/ˈneɪbərɪŋ/,located or living near or next to a place or person,a neighbouring house,neighbouring_uk.mp3,neighbouring_us.mp3
1290,nest,noun,c1,/nest/,/nest/,a hollow place or structure that a bird makes or chooses for laying its eggs in and sheltering its young,sparrows building a nest of twigs and dry grass,nest_uk.mp3,nest_us.mp3
1291,net,adjective,c1,/net/,/net/,a net amount of money is the amount that remains when nothing more is to be taken away,a net profit of £500,net_uk.mp3,net_us.mp3
1292,neutral,adjective,b2,/ˈnjuːtrəl/,/ˈnuːtrəl/,"not supporting or helping either side in a disagreement, competition, etc.",Journalists are supposed to be politically neutral.,neutral_uk.mp3,neutral_us.mp3
1293,newly,adverb,b2,/ˈnjuːli/,/ˈnuːli/,recently,a newly qualified doctor,newly_uk.mp3,newly_us.mp3
1294,newsletter,noun,c1,/ˈnjuːzletə(r)/,/ˈnuːzletər/,a report containing news of the activities of a club or organization that is sent regularly to all its members,Our sailing club produces a monthly newsletter.,newsletter_uk.mp3,newsletter_us.mp3
1295,niche,noun,c1,/niːʃ/,/niːʃ/,"a comfortable or suitable role, job, way of life, etc.",He eventually found his niche in sports journalism.,niche_uk.mp3,niche_us.mp3
1296,noble,adjective,c1,/ˈnəʊbl/,/ˈnəʊbl/,"having or showing fine personal qualities that people admire, such as courage, honesty and care for others",a noble leader,noble_uk.mp3,noble_us.mp3
1297,nod,verb,c1,/nɒd/,/nɑːd/,"if you nod, nod your head or your head nods, you move your head up and down to show agreement, understanding, etc.",I asked him if he would help me and he nodded.,nod_uk.mp3,nod_us.mp3
1298,nominate,verb,c1,/ˈnɒmɪneɪt/,/ˈnɑːmɪneɪt/,"to formally suggest that somebody/something should be chosen for an important role, prize, position, etc.","nominate somebody/something (for something), She has been nominated for the presidency.",nominate_uk.mp3,nominate_us.mp3
1299,nomination,noun,c1,/ˌnɒmɪˈneɪʃn/,/ˌnɑːmɪˈneɪʃn/,"the act of suggesting or choosing somebody as a candidate in an election, or for a job or an award; the fact of being suggested for this",Membership of the club is by nomination only.,nomination_uk.mp3,nomination_us.mp3
1300,nominee,noun,c1,/ˌnɒmɪˈniː/,/ˌnɑːmɪˈniː/,"a person who has been formally suggested for a job, a prize, etc.",He was chosen as the party's presidential nominee.,nominee_uk.mp3,nominee_us.mp3
1301,non-profit,adjective,c1,/ˌnɒn ˈprɒfɪt/,/ˌnɑːn ˈprɑːfɪt/,without the aim of making a profit,an independent non-profit organization,non-profit_uk.mp3,non-profit_us.mp3
1302,nonetheless,adverb,c1,/ˌnʌnðəˈles/,/ˌnʌnðəˈles/,despite this fact,"The book is too long but, nonetheless, informative and entertaining.",nonetheless_uk.mp3,nonetheless_us.mp3
1303,nonsense,noun,c1,/ˈnɒnsns/,/ˈnɑːnsens/,"ideas, statements or beliefs that you think are silly or not true",Reports that he has resigned are nonsense.,nonsense_uk.mp3,nonsense_us.mp3
1304,noon,noun,c1,/nuːn/,/nuːn/,12 o’clock in the middle of the day,We should be there by noon.,noon_uk.mp3,noon_us.mp3
1305,norm,noun,b2,/nɔːm/,/nɔːrm/,a situation or a pattern of behaviour that is usual or expected,The new design is a departure from the norm.,norm_uk.mp3,norm_us.mp3
1306,notable,adjective,c1,/ˈnəʊtəbl/,/ˈnəʊtəbl/,deserving to be noticed or to receive attention; important,a notable success/achievement/example,notable_uk.mp3,notable_us.mp3
1307,notably,adverb,c1,/ˈnəʊtəbli/,/ˈnəʊtəbli/,used for giving a good or the most important example of something,"The house had many drawbacks, most notably its price.",notably_uk.mp3,notably_us.mp3
1308,notebook,noun,b2,/ˈnəʊtbʊk/,/ˈnəʊtbʊk/,a small book of plain paper for writing notes in,The police officer wrote the details down in his notebook.,notebook_uk.mp3,notebook_us.mp3
1309,notify,verb,c1,/ˈnəʊtɪfaɪ/,/ˈnəʊtɪfaɪ/,to formally or officially tell somebody about something,"notify somebody, Competition winners will be notified by post.",notify_uk.mp3,notify_us.mp3
1310,notorious,adjective,c1,/nəʊˈtɔːriəs/,/nəʊˈtɔːriəs/,well known for being bad,a notorious criminal,notorious_uk.mp3,notorious_us.mp3
1311,novel,adjective,c1,/ˈnɒvl/,/ˈnɑːvl/,"different from anything known before; new, interesting and often seeming slightly strange",a novel feature,novel_uk.mp3,novel_us.mp3
1312,novelist,noun,b2,/ˈnɒvəlɪst/,/ˈnɑːvəlɪst/,a person who writes novels,a romantic/historical novelist,novelist_uk.mp3,novelist_us.mp3
1313,nowadays,adverb,b2,/ˈnaʊədeɪz/,/ˈnaʊədeɪz/,"at the present time, in contrast with the past",Nowadays most kids prefer going online to reading books.,nowadays_uk.mp3,nowadays_us.mp3
1314,nursery,noun,c1,/ˈnɜːsəri/,/ˈnɜːrsəri/,a place where young children are cared for while their parents are at work; a day nursery or nursery school,"at nursery, Her youngest child is at nursery now.",nursery_uk.mp3,nursery_us.mp3
1315,nursing,noun,b2,/ˈnɜːsɪŋ/,/ˈnɜːrsɪŋ/,the job or skill of caring for people who are sick or injured,a career in nursing,nursing_uk.mp3,nursing_us.mp3
1316,nutrition,noun,b2,/njuˈtrɪʃn/,/nuˈtrɪʃn/,the process by which living things receive the food necessary for them to grow and be healthy,advice on diet and nutrition,nutrition_uk.mp3,nutrition_us.mp3
1317,obesity,noun,b2,/əʊˈbiːsəti/,/əʊˈbiːsəti/,"the quality or fact of being very fat, in a way that is not healthy",Obesity can increase the risk of heart disease.,obesity_uk.mp3,obesity_us.mp3
1318,objection,noun,c1,/əbˈdʒekʃn/,/əbˈdʒekʃn/,a reason why you do not like or are opposed to something; a statement about this,"I'd like to come too, if you have no objection.",objection_uk.mp3,objection_us.mp3
1319,oblige,verb,c1,/əˈblaɪdʒ/,/əˈblaɪdʒ/,"to force somebody to do something, by law, because it is a duty, etc.",Parents are obliged by law to send their children to school.,oblige_uk.mp3,oblige_us.mp3
1320,observer,noun,b2,/əbˈzɜːvə(r)/,/əbˈzɜːrvər/,a person who watches somebody/something,"According to observers, the plane exploded shortly after take-off.",observer_uk.mp3,observer_us.mp3
1321,obsess,verb,c1,/əbˈses/,/əbˈses/,"to completely fill your mind so that you cannot think of anything else, in a way that is not reasonable or normal","be obsessed by somebody/something, He's obsessed by computers.",obsess_uk.mp3,obsess_us.mp3
1322,obsession,noun,c1,/əbˈseʃn/,/əbˈseʃn/,the state in which a person’s mind is completely filled with thoughts of one particular thing or person in a way that is not reasonable or normal,Her fear of flying is bordering on obsession.,obsession_uk.mp3,obsession_us.mp3
1323,obstacle,noun,b2,/ˈɒbstəkl/,/ˈɑːbstəkl/,"a situation, an event, etc. that makes it difficult for you to do or achieve something","So far, we have managed to overcome all the obstacles that have been placed in our path.",obstacle_uk.mp3,obstacle_us.mp3
1324,occasional,adjective,c1,/əˈkeɪʒənl/,/əˈkeɪʒənl/,happening or done sometimes but not often,He works for us on an occasional basis.,occasional_uk.mp3,occasional_us.mp3
1325,occupation,noun,b2,/ˌɒkjuˈpeɪʃn/,/ˌɑːkjuˈpeɪʃn/,a job or profession,"Please state your name, age and occupation below.",occupation_uk.mp3,occupation_us.mp3
1326,occupy,verb,b2,/ˈɒkjupaɪ/,/ˈɑːkjupaɪ/,"to fill or use a space, an area or an amount of time",The bed seemed to occupy most of the room.,occupy_uk.mp3,occupy_us.mp3
1327,occurrence,noun,c1,/əˈkʌrəns/,/əˈkɜːrəns/,something that happens or exists,a common/everyday/frequent/regular occurrence,occurrence_uk.mp3,occurrence_us.mp3
1328,odds,noun,c1,/ɒdz/,/ɑːdz/,the degree to which something is likely to happen,The odds are very much in our favour (= we are likely to succeed).,odds_uk.mp3,odds_us.mp3
1329,offender,noun,b2,/əˈfendə(r)/,/əˈfendər/,a person who commits a crime,"a persistent/serious/violent, etc. offender",offender_uk.mp3,offender_us.mp3
1330,offering,noun,c1,/ˈɒfərɪŋ/,/ˈɔːfərɪŋ/,"something that is produced for other people to use, watch, enjoy, etc.",the latest offering from the Canadian-born writer,offering_uk.mp3,offering_us.mp3
1331,offspring,noun,c1,/ˈɒfsprɪŋ/,/ˈɔːfsprɪŋ/,a child of a particular person or couple,the problems parents have with their teenage offspring,offspring_uk.mp3,offspring_us.mp3
1332,ongoing,adjective,b2,/ˈɒnɡəʊɪŋ/,/ˈɑːnɡəʊɪŋ/,continuing to exist or develop,an ongoing debate/discussion/process,ongoing_uk.mp3,ongoing_us.mp3
1333,openly,adverb,b2,/ˈəʊpənli/,/ˈəʊpənli/,"without hiding any feelings, opinions or information",Can you talk openly about sex with your parents?,openly_uk.mp3,openly_us.mp3
1334,opera,noun,b2,/ˈɒprə/,/ˈɑːprə/,a dramatic work in which all or most of the words are sung to music; works of this type as an art form or entertainment,Puccini’s operas,opera_uk.mp3,opera_us.mp3
1335,operational,adjective,c1,/ˌɒpəˈreɪʃənl/,/ˌɑːpəˈreɪʃənl/,"connected with the way in which a business, machine, system, etc. works",operational activities/costs/difficulties,operational_uk.mp3,operational_us.mp3
1336,operator,noun,b2,/ˈɒpəreɪtə(r)/,/ˈɑːpəreɪtər/,a person who operates equipment or a machine,a computer/machine operator,operator_uk.mp3,operator_us.mp3
1337,opt,verb,c1,/ɒpt/,/ɑːpt/,to choose to take or not to take a particular course of action,"opt for/against something, After graduating she opted for a career in music.",opt_uk.mp3,opt_us.mp3
1338,optical,adjective,c1,/ˈɒptɪkl/,/ˈɑːptɪkl/,connected with the sense of sight or the relationship between light and sight,optical effects,optical_uk.mp3,optical_us.mp3
1339,optimism,noun,c1,/ˈɒptɪmɪzəm/,/ˈɑːptɪmɪzəm/,a feeling that good things will happen and that something will be successful,a mood of cautious optimism,optimism_uk.mp3,optimism_us.mp3
