,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us
0,abolish,verb,c1,/əˈbɒlɪʃ/,/əˈbɑːlɪʃ/,"to officially end a law, a system or an institution",This tax should be abolished.,abolish_uk.mp3,abolish_us.mp3
1,abortion,noun,c1,/əˈbɔːʃn/,/əˈbɔːrʃn/,the deliberate ending of a pregnancy at an early stage,to support/oppose abortion,abortion_uk.mp3,abortion_us.mp3
2,absence,noun,c1,/ˈæbsəns/,/ˈæbsəns/,the fact of somebody being away from a place where they are usually expected to be; the occasion or period of time when somebody is away,"in somebody's absence, The decision was made in my absence (= while I was not there).",absence_uk.mp3,absence_us.mp3
3,absent,adjective,c1,/ˈæbsənt/,/ˈæbsənt/,"not in a place because of illness, etc.",He was absent from work for two weeks.,absent_uk.mp3,absent_us.mp3
4,absorb,verb,b2,/əbˈzɔːb/,/əbˈzɔːrb/,"to take in a liquid, gas or other substance from the surface or space around","absorb something, Plants absorb carbon dioxide from the air.",absorb_uk.mp3,absorb_us.mp3
5,abstract,adjective,b2,/ˈæbstrækt/,/ˈæbstrækt/,"based on general ideas and not on any particular real person, thing or situation",abstract knowledge/principles,abstract_uk.mp3,abstract_us.mp3
6,absurd,adjective,c1,/əbˈsɜːd/,/əbˈsɜːrd/,extremely silly; not logical and sensible,That uniform makes the guards look absurd.,absurd_uk.mp3,absurd_us.mp3
7,abundance,noun,c1,/əˈbʌndəns/,/əˈbʌndəns/,a large quantity that is more than enough,The brochure promised beautiful walks with an abundance of wildlife.,abundance_uk.mp3,abundance_us.mp3
8,abuse,noun,c1,/əˈbjuːs/,/əˈbjuːs/,the use of something in a way that is wrong or harmful,alcohol/drug abuse,abuse_uk.mp3,abuse_us.mp3
9,abuse,verb,c1,/əˈbjuːz/,/əˈbjuːz/,"to make bad use of something, or to use so much of something that it harms your health",to abuse alcohol/drugs,abuse_uk.mp3,abuse_us.mp3
10,academy,noun,c1,/əˈkædəmi/,/əˈkædəmi/,a school or college for special training,She trained at the Royal Academy of Music.,academy_uk.mp3,academy_us.mp3
11,accelerate,verb,c1,/əkˈseləreɪt/,/əkˈseləreɪt/,to happen faster or earlier; to make something happen faster or earlier,Inflation continues to accelerate.,accelerate_uk.mp3,accelerate_us.mp3
12,accent,noun,b2,/ˈæksent/,/ˈæksent/,"a way of pronouncing the words of a language that shows which country, area or social class a person comes from; how well somebody pronounces a particular language",a northern/Dublin/Scottish accent,accent_uk.mp3,accent_us.mp3
13,acceptance,noun,c1,/əkˈseptəns/,/əkˈseptəns/,"the act of accepting a gift, an invitation, an offer, etc.",Please confirm your acceptance of this offer in writing.,acceptance_uk.mp3,acceptance_us.mp3
14,accessible,adjective,c1,/əkˈsesəbl/,/əkˈsesəbl/,"that can be reached, entered, used, seen, etc.",The remote desert area is accessible only by helicopter.,accessible_uk.mp3,accessible_us.mp3
15,accidentally,adverb,b2,/ˌæksɪˈdentəli/,/ˌæksɪˈdentəli/,by chance; in a way that was not planned,"As I turned around, I accidentally hit him in the face.",accidentally_uk.mp3,accidentally_us.mp3
16,accommodate,verb,b2,/əˈkɒmədeɪt/,/əˈkɑːmədeɪt/,"to provide somebody with a room or place to sleep, live or sit",The hotel can accommodate up to 500 guests.,accommodate_uk.mp3,accommodate_us.mp3
17,accomplish,verb,b2,/əˈkʌmplɪʃ/,/əˈkɑːmplɪʃ/,to succeed in doing or completing something,The first part of the plan has been safely accomplished.,accomplish_uk.mp3,accomplish_us.mp3
18,accomplishment,noun,c1,/əˈkʌmplɪʃmənt/,/əˈkɑːmplɪʃmənt/,an impressive thing that is done or achieved after a lot of work,It was one of the President's greatest accomplishments.,accomplishment_uk.mp3,accomplishment_us.mp3
19,accordance,noun,c1,/əˈkɔːdns/,/əˈkɔːrdns/,according to a rule or the way that somebody says that something should be done,in accordance with legal requirements,accordance_uk.mp3,accordance_us.mp3
20,accordingly,adverb,c1,/əˈkɔːdɪŋli/,/əˈkɔːrdɪŋli/,in a way that is appropriate to what has been done or said in a particular situation,We have to discover his plans and act accordingly.,accordingly_uk.mp3,accordingly_us.mp3
21,accountability,noun,c1,/əˌkaʊntəˈbɪləti/,/əˌkaʊntəˈbɪləti/,the fact of being responsible for your decisions or actions and expected to explain them when you are asked,proposals for greater police accountability,accountability_uk.mp3,accountability_us.mp3
22,accountable,adjective,c1,/əˈkaʊntəbl/,/əˈkaʊntəbl/,responsible for your decisions or actions and expected to explain them when you are asked,The state spends taxpayers’ money and should be held accountable.,accountable_uk.mp3,accountable_us.mp3
23,accountant,noun,b2,/əˈkaʊntənt/,/əˈkaʊntənt/,a person whose job is to keep or check financial accounts,We talked to the company’s chief accountant.,accountant_uk.mp3,accountant_us.mp3
24,accumulate,verb,c1,/əˈkjuːmjəleɪt/,/əˈkjuːmjəleɪt/,to gradually get more and more of something over a period of time,I seem to have accumulated a lot of books.,accumulate_uk.mp3,accumulate_us.mp3
25,accumulation,noun,c1,/əˌkjuːmjəˈleɪʃn/,/əˌkjuːmjəˈleɪʃn/,the process of gradually increasing or getting more and more of something over a period of time,the accumulation of wealth,accumulation_uk.mp3,accumulation_us.mp3
26,accuracy,noun,b2,/ˈækjərəsi/,/ˈækjərəsi/,the state of being exact or correct; the ability to do something with skill and without making mistakes,They questioned the accuracy of the information in the file.,accuracy_uk.mp3,accuracy_us.mp3
27,accurately,adverb,b2,/ˈækjərətli/,/ˈækjərətli/,in a way that is correct and true in every detail,The article accurately reflects public opinion.,accurately_uk.mp3,accurately_us.mp3
28,accusation,noun,c1,/ˌækjuˈzeɪʃn/,/ˌækjuˈzeɪʃn/,a statement saying that you think a person is guilty of doing something wrong or illegal; the fact of accusing somebody,I don't want to make an accusation until I have some proof.,accusation_uk.mp3,accusation_us.mp3
29,accused,noun,c1,/ði əˈkjuːzd/,/ði əˈkjuːzd/,a person who is on trial for committing a crime,The accused was found innocent.,accused_uk.mp3,accused_us.mp3
30,acid,adjective,c1,/ˈæsɪd/,/ˈæsɪd/,that contains acid or has the essential characteristics of an acid; that has a pH of less than seven,"Rye is tolerant of poor, acid soils.",acid_uk.mp3,acid_us.mp3
31,acid,noun,b2,/ˈæsɪd/,/ˈæsɪd/,"a chemical, usually a liquid, that contains hydrogen and has a pH of less than seven. The hydrogen can be replaced by a metal to form a salt. Acids usually have a bitter sharp taste and can often burn holes in or damage things they touch.",The acid burned a hole in her coat.,acid_uk.mp3,acid_us.mp3
32,acquisition,noun,c1,/ˌækwɪˈzɪʃn/,/ˌækwɪˈzɪʃn/,"the act of getting something, especially knowledge, a skill, etc.",theories of child language acquisition,acquisition_uk.mp3,acquisition_us.mp3
33,acre,noun,c1,/ˈeɪkə(r)/,/ˈeɪkər/,a unit for measuring an area of land; 4 840 square yards or about 4 050 square metres,3 000 acres of parkland,acre_uk.mp3,acre_us.mp3
34,activate,verb,b2,/ˈæktɪveɪt/,/ˈæktɪveɪt/,to make something such as a device or chemical process start working,The burglar alarm is activated by movement.,activate_uk.mp3,activate_us.mp3
35,activation,noun,c1,/ˌæktɪˈveɪʃn/,/ˌæktɪˈveɪʃn/,the act of making something such as a device or chemical process start working,The activation of several target genes results in two major effects.,activation_uk.mp3,activation_us.mp3
36,activist,noun,c1,/ˈæktɪvɪst/,/ˈæktɪvɪst/,"a person who works to achieve political or social change, especially as a member of an organization with particular aims",human/civil/animal rights activists,activist_uk.mp3,activist_us.mp3
37,acute,adjective,c1,/əˈkjuːt/,/əˈkjuːt/,very serious or severe,There is an acute shortage of water.,acute_uk.mp3,acute_us.mp3
38,adaptation,noun,c1,/ˌædæpˈteɪʃn/,/ˌædæpˈteɪʃn/,"the action or process of changing something, or of being changed, to suit a new purpose or situation",the adaptation of buildings for military purposes,adaptation_uk.mp3,adaptation_us.mp3
39,addiction,noun,b2,/əˈdɪkʃn/,/əˈdɪkʃn/,"the condition of being unable to stop using or doing something as a habit, especially something harmful",cocaine addiction,addiction_uk.mp3,addiction_us.mp3
40,additionally,adverb,b2,/əˈdɪʃənəli/,/əˈdɪʃənəli/,in a way that is more than was first mentioned or is usual,"Additionally, the bus service will run on Sundays, every two hours.",additionally_uk.mp3,additionally_us.mp3
41,adequate,adjective,b2,/ˈædɪkwət/,/ˈædɪkwət/,"enough in quantity, or good enough in quality, for a particular purpose or need",They'll need an adequate supply of hot water.,adequate_uk.mp3,adequate_us.mp3
42,adequately,adverb,b2,/ˈædɪkwətli/,/ˈædɪkwətli/,"in a way that is enough in quantity, or good enough in quality, for a particular purpose or need",Are you adequately insured?,adequately_uk.mp3,adequately_us.mp3
43,adhere,verb,c1,/ədˈhɪə(r)/,/ədˈhɪr/,to stick to something,"Once in the bloodstream, the bacteria adhere to the surface of the red cells.",adhere_uk.mp3,adhere_us.mp3
44,adjacent,adjective,c1,/əˈdʒeɪsnt/,/əˈdʒeɪsnt/,next to something,The planes landed on adjacent runways.,adjacent_uk.mp3,adjacent_us.mp3
45,adjust,verb,b2,/əˈdʒʌst/,/əˈdʒʌst/,to change something slightly to make it more suitable for a new set of conditions or to make it work better,"adjust something, Watch out for sharp bends and adjust your speed accordingly.",adjust_uk.mp3,adjust_us.mp3
46,adjustment,noun,c1,/əˈdʒʌstmənt/,/əˈdʒʌstmənt/,a small change made to something in order to correct or improve it,I've made a few adjustments to the design.,adjustment_uk.mp3,adjustment_us.mp3
47,administer,verb,c1,/ədˈmɪnɪstə(r)/,/ədˈmɪnɪstər/,"to manage and organize the affairs of a company, an organization, a country, etc.",to administer a charity/fund/school,administer_uk.mp3,administer_us.mp3
48,administrative,adjective,c1,/ədˈmɪnɪstrətɪv/,/ədˈmɪnɪstreɪtɪv/,connected with organizing the work of a business or an institution,an administrative job/assistant/error,administrative_uk.mp3,administrative_us.mp3
49,administrator,noun,c1,/ədˈmɪnɪstreɪtə(r)/,/ədˈmɪnɪstreɪtər/,"a person whose job is to manage and organize the public or business affairs of a company or an institution, or a person who works in an office dealing with records, accounts, etc.",Such organizational decisions are made by the hospital administrators.,administrator_uk.mp3,administrator_us.mp3
50,admission,noun,c1,/ədˈmɪʃn/,/ədˈmɪʃn/,"the act of accepting somebody into an institution, organization, etc.; the right to enter a place or to join an institution or organization",Hospital admission is not necessary in most cases.,admission_uk.mp3,admission_us.mp3
51,adolescent,noun,c1,/ˌædəˈlesnt/,/ˌædəˈlesnt/,a young person who is developing from a child into an adult,adolescents between the ages of 13 and 18 and the problems they face,adolescent_uk.mp3,adolescent_us.mp3
52,adoption,noun,c1,/əˈdɒpʃn/,/əˈdɑːpʃn/,the act of adopting a child; the fact of being adopted,She put the baby up for adoption.,adoption_uk.mp3,adoption_us.mp3
53,adverse,adjective,c1,/ˈædvɜːs/,/ədˈvɜːrs/,negative and unpleasant; not likely to produce a good result,adverse change/circumstances/weather conditions,adverse_uk.mp3,adverse_us.mp3
54,advocate,noun,c1,/ˈædvəkət/,/ˈædvəkət/,a person who supports or speaks in favour of somebody or of a public plan or action,"advocate for something/somebody, an advocate for hospital workers",advocate_uk.mp3,advocate_us.mp3
55,advocate,verb,c1,/ˈædvəkeɪt/,/ˈædvəkeɪt/,to support something publicly,"advocate something, The group does not advocate the use of violence.",advocate_uk.mp3,advocate_us.mp3
56,aesthetic,adjective,c1,/iːsˈθetɪk/,/esˈθetɪk/,connected with beauty and art and the understanding of beautiful things,the aesthetic appeal of the songs,aesthetic_uk.mp3,aesthetic_us.mp3
57,affection,noun,c1,/əˈfekʃn/,/əˈfekʃn/,the feeling of liking or loving somebody/something very much and caring about them,Children need lots of love and affection.,affection_uk.mp3,affection_us.mp3
58,affordable,adjective,b2,/əˈfɔːdəbl/,/əˈfɔːrdəbl/,cheap enough that people can afford to pay it or buy it,We offer quality products at affordable prices.,affordable_uk.mp3,affordable_us.mp3
59,aftermath,noun,c1,/ˈɑːftəmæθ/,/ˈæftərmæθ/,"the situation that exists as a result of an important (and usually unpleasant) event, especially a war, an accident, etc.","in the aftermath of something, A lot of rebuilding took place in the aftermath of the war.",aftermath_uk.mp3,aftermath_us.mp3
60,aggression,noun,c1,/əˈɡreʃn/,/əˈɡreʃn/,feelings of anger and hate that may result in threatening or violent behaviour,The research shows that computer games may cause aggression.,aggression_uk.mp3,aggression_us.mp3
61,agricultural,adjective,c1,/ˌæɡrɪˈkʌltʃərəl/,/ˌæɡrɪˈkʌltʃərəl/,connected with the science or practice of farming,agricultural policy/land/production/development,agricultural_uk.mp3,agricultural_us.mp3
62,agriculture,noun,b2,/ˈæɡrɪkʌltʃə(r)/,/ˈæɡrɪkʌltʃər/,the science or practice of farming,The number of people employed in agriculture has fallen in the last decade.,agriculture_uk.mp3,agriculture_us.mp3
63,aide,noun,c1,/eɪd/,/eɪd/,"a person who helps another person, especially a politician, in their job",White House aides,aide_uk.mp3,aide_us.mp3
64,AIDS,noun,b2,/eɪdz/,/eɪdz/,a serious illness caused by a virus called HIV that attacks the body’s ability to resist infection (the abbreviation for ‘Acquired Immune Deficiency Syndrome’),the AIDS epidemic,AIDS_uk.mp3,AIDS_us.mp3
65,albeit,conjunction,c1,/ˌɔːlˈbiːɪt/,/ˌɔːlˈbiːɪt/,although,"He finally agreed, albeit reluctantly, to help us.",albeit_uk.mp3,albeit_us.mp3
66,alert,adjective,c1,/əˈlɜːt/,/əˈlɜːrt/,able to think quickly; quick to notice things,Suddenly he found himself awake and fully alert.,alert_uk.mp3,alert_us.mp3
67,alert,noun,c1,/əˈlɜːt/,/əˈlɜːrt/,a situation in which people are watching for danger and ready to deal with it,"on the alert (for something), Police are warning the public to be on the alert for suspicious packages.",alert_uk.mp3,alert_us.mp3
68,alert,verb,c1,/əˈlɜːt/,/əˈlɜːrt/,to warn somebody about a dangerous situation or one that requires immediate action,"alert somebody, Neighbours quickly alerted the emergency services.",alert_uk.mp3,alert_us.mp3
69,alien,adjective,c1,/ˈeɪliən/,/ˈeɪliən/,strange and frightening; different from what you are used to,an alien environment,alien_uk.mp3,alien_us.mp3
70,alien,noun,b2,/ˈeɪliən/,/ˈeɪliən/,a person who is not a citizen of the country in which they live or work,an illegal alien,alien_uk.mp3,alien_us.mp3
71,align,verb,c1,/əˈlaɪn/,/əˈlaɪn/,"to arrange something in the correct position, or to be in the correct position, in relation to something else, especially in a straight line",Make sure the shelf is aligned with the top of the cupboard.,align_uk.mp3,align_us.mp3
72,alignment,noun,c1,/əˈlaɪnmənt/,/əˈlaɪnmənt/,arrangement in a straight line,"the alignment of the sun, moon and earth at a particular time",alignment_uk.mp3,alignment_us.mp3
73,alike,adjective,c1,/əˈlaɪk/,/əˈlaɪk/,very similar,My sister and I do not look alike.,alike_uk.mp3,alike_us.mp3
74,alike,adverb,c1,/əˈlaɪk/,/əˈlaɪk/,in a very similar way,They tried to treat all their children alike.,alike_uk.mp3,alike_us.mp3
75,allegation,noun,c1,/ˌæləˈɡeɪʃn/,/ˌæləˈɡeɪʃn/,"a public statement that is made without giving proof, accusing somebody of doing something that is wrong or illegal",to investigate/deny/withdraw an allegation,allegation_uk.mp3,allegation_us.mp3
76,allege,verb,c1,/əˈledʒ/,/əˈledʒ/,to state something as a fact but without giving proof,"allege (that)…, The prosecution alleges (that) she was driving carelessly.",allege_uk.mp3,allege_us.mp3
77,allegedly,adverb,c1,/əˈledʒɪdli/,/əˈledʒɪdli/,expressed as though something is a fact but without giving any proof,crimes allegedly committed during the war,allegedly_uk.mp3,allegedly_us.mp3
78,alliance,noun,c1,/əˈlaɪəns/,/əˈlaɪəns/,"an agreement between countries, political parties, etc. to work together in order to achieve something that they all want",to form/make an alliance,alliance_uk.mp3,alliance_us.mp3
79,allocate,verb,c1,/ˈæləkeɪt/,/ˈæləkeɪt/,to give something officially to somebody/something for a particular purpose,"allocate something (for something), A large sum has been allocated for buying new books for the library.",allocate_uk.mp3,allocate_us.mp3
80,allocation,noun,c1,/ˌæləˈkeɪʃn/,/ˌæləˈkeɪʃn/,"an amount of money, space, etc. that is given to somebody for a particular purpose",We have spent our entire allocation for the year.,allocation_uk.mp3,allocation_us.mp3
81,allowance,noun,c1,/əˈlaʊəns/,/əˈlaʊəns/,an amount of money that is given to somebody regularly or for a particular purpose,an allowance of $20 a day,allowance_uk.mp3,allowance_us.mp3
82,ally,noun,c1,/ˈælaɪ/,/ˈælaɪ/,"a country that has agreed to help and support another country, especially in case of a war",our European/NATO allies,ally_uk.mp3,ally_us.mp3
83,alongside,preposition,b2,/əˌlɒŋˈsaɪd/,/əˌlɔːŋˈsaɪd/,next to or at the side of something,A police car pulled up alongside us.,alongside_uk.mp3,alongside_us.mp3
84,altogether,adverb,b2,/ˌɔːltəˈɡeðə(r)/,/ˌɔːltəˈɡeðər/,(used to emphasize something) completely; in every way,The train went slower and slower until it stopped altogether.,altogether_uk.mp3,altogether_us.mp3
85,aluminium,noun,c1,/ˌæljəˈmɪniəm/,/ˌæljəˈmɪniəm/,"a chemical element. Aluminium is a light, silver-grey metal used for making pans, etc.",aluminium saucepans/window frames,aluminium_uk.mp3,aluminium_us.mp3
86,amateur,adjective,c1,/ˈæmətə(r)/,/ˈæmətər/,"doing something for pleasure or interest, not as a job",an amateur photographer,amateur_uk.mp3,amateur_us.mp3
87,amateur,noun,c1,/ˈæmətə(r)/,/ˈæmətər/,"a person who takes part in a sport or other activity for pleasure, not as a job",The tournament is open to both amateurs and professionals.,amateur_uk.mp3,amateur_us.mp3
88,ambassador,noun,c1,/æmˈbæsədə(r)/,/æmˈbæsədər/,an official who lives in a foreign country as the senior representative there of their own country,the British Ambassador to Italy/in Rome,ambassador_uk.mp3,ambassador_us.mp3
89,ambulance,noun,b2,/ˈæmbjələns/,/ˈæmbjələns/,"a vehicle with special equipment, used for taking sick or injured people to a hospital",Call an ambulance!,ambulance_uk.mp3,ambulance_us.mp3
90,amend,verb,c1,/əˈmend/,/əˈmend/,"to change a law, document, statement, etc. slightly in order to correct a mistake or to improve it",He asked to see the amended version.,amend_uk.mp3,amend_us.mp3
91,amendment,noun,c1,/əˈmendmənt/,/əˈmendmənt/,a small change or improvement that is made to a document or proposed new law; the process of changing a document or proposed new law,to introduce/propose/table an amendment (= to suggest it),amendment_uk.mp3,amendment_us.mp3
92,amid,preposition,c1,/əˈmɪd/,/əˈmɪd/,"in the middle of or during something, especially something that causes excitement or fear",He finished his speech amid tremendous applause.,amid_uk.mp3,amid_us.mp3
93,amusing,adjective,b2,/əˈmjuːzɪŋ/,/əˈmjuːzɪŋ/,funny and giving pleasure,an amusing story/game/incident,amusing_uk.mp3,amusing_us.mp3
94,analogy,noun,c1,/əˈnælədʒi/,/əˈnælədʒi/,a comparison of one thing with another thing that has similar features; a feature that is similar,"analogy (between A and B), The teacher drew an analogy between the human heart and a pump.",analogy_uk.mp3,analogy_us.mp3
95,analyst,noun,b2,/ˈænəlɪst/,/ˈænəlɪst/,a person whose job involves examining facts or materials in order to give an opinion on them,a political/financial analyst,analyst_uk.mp3,analyst_us.mp3
96,ancestor,noun,b2,/ˈænsestə(r)/,/ˈænsestər/,a person in your family who lived a long time ago,His ancestors had come to America from Ireland.,ancestor_uk.mp3,ancestor_us.mp3
97,anchor,noun,c1,/ˈæŋkə(r)/,/ˈæŋkər/,a heavy metal object that is attached to a rope or chain and dropped over the side of a ship or boat to keep it in one place,to drop anchor,anchor_uk.mp3,anchor_us.mp3
98,angel,noun,c1,/ˈeɪndʒl/,/ˈeɪndʒl/,"a spirit who is believed to be a servant of God, and is sent by God to deliver a message or perform a task. Angels are often shown dressed in white, with wings.",a host of angels,angel_uk.mp3,angel_us.mp3
99,animation,noun,b2,/ˌænɪˈmeɪʃn/,/ˌænɪˈmeɪʃn/,"the process of making films, videos and computer games in which drawings, models or images of people and animals seem to move",computer/cartoon animation,animation_uk.mp3,animation_us.mp3
100,annually,adverb,b2,/ˈænjuəli/,/ˈænjuəli/,once a year,The exhibition is held annually.,annually_uk.mp3,annually_us.mp3
101,anonymous,adjective,c1,/əˈnɒnɪməs/,/əˈnɑːnɪməs/,with a name that is not known or that is not made public,an anonymous donor,anonymous_uk.mp3,anonymous_us.mp3
102,anticipate,verb,b2,/ænˈtɪsɪpeɪt/,/ænˈtɪsɪpeɪt/,to expect something,"anticipate something, We don't anticipate any major problems.",anticipate_uk.mp3,anticipate_us.mp3
103,anxiety,noun,b2,/æŋˈzaɪəti/,/æŋˈzaɪəti/,the state of feeling nervous or worried that something bad is going to happen,acute/intense/deep anxiety,anxiety_uk.mp3,anxiety_us.mp3
104,apology,noun,b2,/əˈpɒlədʒi/,/əˈpɑːlədʒi/,a word or statement saying sorry for something that has been done wrong or that causes a problem,to offer/make/demand/accept an apology,apology_uk.mp3,apology_us.mp3
105,apparatus,noun,c1,/ˌæpəˈreɪtəs/,/ˌæpəˈrætəs/,the tools or other pieces of equipment that are needed for a particular activity or task,a piece of laboratory apparatus,apparatus_uk.mp3,apparatus_us.mp3
106,appealing,adjective,c1,/əˈpiːlɪŋ/,/əˈpiːlɪŋ/,attractive or interesting,Spending the holidays in Britain wasn't a prospect that I found particularly appealing.,appealing_uk.mp3,appealing_us.mp3
107,appetite,noun,c1,/ˈæpɪtaɪt/,/ˈæpɪtaɪt/,physical desire for food,He suffered from headaches and loss of appetite.,appetite_uk.mp3,appetite_us.mp3
108,applaud,verb,c1,/əˈplɔːd/,/əˈplɔːd/,to show your approval of somebody/something by clapping your hands (= hitting your open hands together several times),He started to applaud and the others joined in.,applaud_uk.mp3,applaud_us.mp3
109,applicable,adjective,c1,/əˈplɪkəbl/,/ˈæplɪkəbl/,that can be said to be true in the case of somebody/something,Give details of children where applicable (= if you have any).,applicable_uk.mp3,applicable_us.mp3
110,applicant,noun,b2,/ˈæplɪkənt/,/ˈæplɪkənt/,"a person who makes a formal request for something (= applies for it), especially for a job, a place at a college or university, etc.",There were over 500 applicants for the job.,applicant_uk.mp3,applicant_us.mp3
111,appoint,verb,c1,/əˈpɔɪnt/,/əˈpɔɪnt/,to choose somebody for a job or position of responsibility,"appoint somebody, They have appointed a new head teacher at my son's school.",appoint_uk.mp3,appoint_us.mp3
112,appreciation,noun,c1,/əˌpriːʃiˈeɪʃn/,/əˌpriːʃiˈeɪʃn/,pleasure that you have when you recognize and enjoy the good qualities of somebody/something,She shows little appreciation of good music.,appreciation_uk.mp3,appreciation_us.mp3
113,appropriately,adverb,b2,/əˈprəʊpriətli/,/əˈprəʊpriətli/,"in a way that is suitable, acceptable or correct for the particular circumstances",The government has been accused of not responding appropriately to the needs of the homeless.,appropriately_uk.mp3,appropriately_us.mp3
114,arbitrary,adjective,c1,/ˈɑːbɪtrəri/,/ˈɑːrbɪtreri/,"not seeming to be based on a reason, system or plan and sometimes seeming unfair",The choice of players for the team seemed completely arbitrary.,arbitrary_uk.mp3,arbitrary_us.mp3
115,architectural,adjective,c1,/ˌɑːkɪˈtektʃərəl/,/ˌɑːrkɪˈtektʃərəl/,relating to architecture and buildings,architectural features,architectural_uk.mp3,architectural_us.mp3
116,archive,noun,c1,/ˈɑːkaɪv/,/ˈɑːrkaɪv/,"a collection of historical documents or records of a government, a family, a place or an organization; the place where these records are stored",the National Sound Archive,archive_uk.mp3,archive_us.mp3
117,arena,noun,c1,/əˈriːnə/,/əˈriːnə/,a place with a flat open area in the middle and seats around it where people can watch sports and entertainment,a concert at Wembley Arena,arena_uk.mp3,arena_us.mp3
118,arguably,adverb,c1,/ˈɑːɡjuəbli/,/ˈɑːrɡjuəbli/,used (often before a comparative or superlative adjective) when you are stating an opinion that you believe you could give reasons to support,He is arguably the best actor of his generation.,arguably_uk.mp3,arguably_us.mp3
119,arm,verb,c1,/ɑːm/,/ɑːrm/,to provide weapons for yourself/somebody in order to fight a battle or a war,The country was arming against the enemy.,arm_uk.mp3,arm_us.mp3
120,array,noun,c1,/əˈreɪ/,/əˈreɪ/,"a group or collection of things or people, often one that is large or impressive",a vast array of bottles of different shapes and sizes,array_uk.mp3,array_us.mp3
121,arrow,noun,b2,/ˈærəʊ/,/ˈærəʊ/,"a thin stick with a sharp point at one end, which is shot from a bow",a bow and arrow,arrow_uk.mp3,arrow_us.mp3
122,articulate,verb,c1,/ɑːˈtɪkjuleɪt/,/ɑːrˈtɪkjuleɪt/,to express or explain your thoughts or feelings clearly in words,She struggled to articulate her thoughts.,articulate_uk.mp3,articulate_us.mp3
123,artwork,noun,b2,/ˈɑːtwɜːk/,/ˈɑːrtwɜːrk/,"pictures and photographs prepared for books, magazines, etc.",Can you let me have the finished artwork for the poster by Friday?,artwork_uk.mp3,artwork_us.mp3
124,ash,noun,c1,/æʃ/,/æʃ/,"the grey or black powder that is left after something, especially tobacco, wood or coal, has burnt",cigarette ash,ash_uk.mp3,ash_us.mp3
125,aside,adverb,b2,/əˈsaɪd/,/əˈsaɪd/,to one side; out of the way,She pulled the curtain aside.,aside_uk.mp3,aside_us.mp3
126,aspiration,noun,c1,/ˌæspəˈreɪʃn/,/ˌæspəˈreɪʃn/,a strong desire to have or do something,I didn't realize you had political aspirations.,aspiration_uk.mp3,aspiration_us.mp3
127,aspire,verb,c1,/əˈspaɪə(r)/,/əˈspaɪər/,to have a strong desire to achieve or to become something,"aspire (to something), She aspired to a scientific career.",aspire_uk.mp3,aspire_us.mp3
128,assassination,noun,c1,/əˌsæsɪˈneɪʃn/,/əˌsæsɪˈneɪʃn/,"the murder of an important or famous person, especially for political reasons",The president survived a number of assassination attempts.,assassination_uk.mp3,assassination_us.mp3
129,assault,noun,c1,/əˈsɔːlt/,/əˈsɔːlt/,the crime of attacking somebody physically,Both men were charged with assault.,assault_uk.mp3,assault_us.mp3
130,assault,verb,c1,/əˈsɔːlt/,/əˈsɔːlt/,"to attack somebody violently, especially when this is a crime",He has been charged with assaulting a police officer.,assault_uk.mp3,assault_us.mp3
131,assemble,verb,c1,/əˈsembl/,/əˈsembl/,to come together as a group; to bring people or things together as a group,All the students were asked to assemble in the main hall.,assemble_uk.mp3,assemble_us.mp3
132,assembly,noun,c1,/əˈsembli/,/əˈsembli/,a group of people who have been elected to meet together regularly and make decisions or laws for a particular region or country,state/legislative/federal/local assemblies,assembly_uk.mp3,assembly_us.mp3
133,assert,verb,c1,/əˈsɜːt/,/əˈsɜːrt/,to state clearly and definitely that something is true,"assert that…, She continued to assert that she was innocent.",assert_uk.mp3,assert_us.mp3
134,assertion,noun,c1,/əˈsɜːʃn/,/əˈsɜːrʃn/,a statement saying that you strongly believe something to be true,He was correct in his assertion that the minister had been lying.,assertion_uk.mp3,assertion_us.mp3
135,asset,noun,b2,/ˈæset/,/ˈæset/,a person or thing that is valuable or useful to somebody/something,"In his job, patience is an invaluable asset.",asset_uk.mp3,asset_us.mp3
136,assign,verb,b2,/əˈsaɪn/,/əˈsaɪn/,"to give somebody something that they can use, or some work or responsibility","assign something (to somebody), The teacher assigned a different task to each of the children.",assign_uk.mp3,assign_us.mp3
137,assistance,noun,b2,/əˈsɪstəns/,/əˈsɪstəns/,help or support,technical/economic/military assistance,assistance_uk.mp3,assistance_us.mp3
138,assumption,noun,b2,/əˈsʌmpʃn/,/əˈsʌmpʃn/,"a belief or feeling that something is true or that something will happen, although there is no proof",an underlying/implicit assumption,assumption_uk.mp3,assumption_us.mp3
139,assurance,noun,c1,/əˈʃʊərəns/,/əˈʃʊrəns/,"a statement that something will certainly be true or will certainly happen, particularly when there has been doubt about it",They called for assurances that the government is committed to its education policy.,assurance_uk.mp3,assurance_us.mp3
140,assure,verb,b2,/əˈʃʊə(r)/,/əˈʃʊr/,"to tell somebody that something is definitely true or is definitely going to happen, especially when they have doubts about it","assure somebody (that)…, You think I did it deliberately, but I assure you (that) I did not.",assure_uk.mp3,assure_us.mp3
141,astonishing,adjective,b2,/əˈstɒnɪʃɪŋ/,/əˈstɑːnɪʃɪŋ/,very surprising; difficult to believe,She ran 100m in an astonishing 10.6 seconds.,astonishing_uk.mp3,astonishing_us.mp3
